dataset	tile_id	sample_id	bank_id	label_class	label_role	final_split	country	name	municipality	parish	morphology_proxy	negative_type	fusion_probability	specialist_probability	fusion_specialist_mean	fusion_specialist_product	fusion70_specialist30	fusion_rank	specialist_rank	mean_rank	product_rank	fusion70_rank	max_safety_rank
test	wl-tile-v1-01572	wl-neg-neg-es-pba-62690	neg-es-pba-62690	0	hard_negative	test	ES	Mámoa de Chan do Marco 2	Caldas de Reis	San Clemente de Cesar (San Clemente)		megalithic_mound	0.00757753	0.01512442	0.01135097	0.00011461	0.00984160	2352	2328	2340	2341	2345	2173
test	wl-tile-v1-00106	wl-neg-neg-es-pba-2226	neg-es-pba-2226	0	hard_negative	test	ES	Mámoa de Chans de Sabuceda 1	Boiro	Cures (Santo André)		megalithic_mound	0.03190488	0.02927302	0.03058895	0.00093395	0.03111532	2159	2253	2227	2218	2210	2203
test	wl-tile-v1-00107	wl-neg-neg-es-pba-2227	neg-es-pba-2227	0	hard_negative	test	ES	Mámoa de Chans de Sabuceda 2	Boiro	Cures (Santo André)		megalithic_mound	0.14456343	0.02463216	0.08459779	0.00356091	0.10858405	1428	2281	1860	2005	1683	1738
test	wl-tile-v1-00108	wl-neg-neg-es-pba-2228	neg-es-pba-2228	0	hard_negative	test	ES	Mámoa de Chans de Sabuceda 3	Boiro	Cures (Santo André)		megalithic_mound	0.03300577	0.03512698	0.03406638	0.00115939	0.03364213	2147	2216	2207	2194	2190	1536
test	wl-tile-v1-00109	wl-neg-neg-es-pba-2229	neg-es-pba-2229	0	hard_negative	test	ES	Mámoa de Chans de Sabuceda 4	Boiro	Cures (Santo André)		megalithic_mound	0.09860218	0.14662118	0.12261168	0.01445717	0.11300788	1645	1605	1656	1631	1656	1407
test	wl-tile-v1-00110	wl-neg-neg-es-pba-2255	neg-es-pba-2255	0	hard_negative	test	ES	Mámoa de Chans de Sabuceda 5	Boiro	Cures (Santo André)		megalithic_mound	0.11773614	0.09630234	0.10701924	0.01133827	0.11130600	1558	1832	1733	1695	1664	1695
test	wl-tile-v1-00111	wl-neg-neg-es-pba-2256	neg-es-pba-2256	0	hard_negative	test	ES	Mámoa de Chans de Sabuceda 6	Boiro	Cures (Santo André)		megalithic_mound	0.30063453	0.17061798	0.23562626	0.05129366	0.26162957	1024	1521	1268	1265	1150	1328
test	wl-tile-v1-00112	wl-neg-neg-es-pba-2257	neg-es-pba-2257	0	hard_negative	test	ES	Mámoa de Chans de Sabuceda 7	Boiro	Cures (Santo André)		megalithic_mound	0.04342342	0.09166357	0.06754350	0.00398035	0.05789547	2055	1856	1975	1981	2012	1887
test	wl-tile-v1-00113	wl-neg-neg-es-pba-2258	neg-es-pba-2258	0	hard_negative	test	ES	Mámoa de Chans de Sabuceda 8	Boiro	Cures (Santo André)		megalithic_mound	0.04266214	0.08308878	0.06287546	0.00354475	0.05479013	2062	1906	2002	2006	2030	1911
test	wl-tile-v1-00756	wl-neg-neg-es-pba-26555	neg-es-pba-26555	0	hard_negative	test	ES	Mámoa de Chao da Fonce 1	Abadín	Labrada (San Pedro)		megalithic_mound	0.24621126	0.28439719	0.26530423	0.07002179	0.25766704	1140	1204	1180	1146	1158	1016
test	wl-tile-v1-01094	wl-neg-neg-es-pba-35123	neg-es-pba-35123	0	hard_negative	test	ES	Mámoa de Chaos das Seixas 1/Campo do Foxo	Muras	A Balsa (Santa María)		megalithic_mound	0.25820979	0.27504530	0.26662755	0.07101939	0.26326044	1100	1231	1171	1136	1142	1413
test	wl-tile-v1-01095	wl-neg-neg-es-pba-35124	neg-es-pba-35124	0	hard_negative	test	ES	Mámoa de Chaos das Seixas 2	Muras	A Balsa (Santa María)		megalithic_mound	0.08601089	0.11810149	0.10205619	0.01015801	0.09563807	1729	1717	1756	1734	1761	2055
test	wl-tile-v1-01165	wl-neg-neg-es-pba-37409	neg-es-pba-37409	0	hard_negative	test	ES	Mámoa de Chousa das Mámoas 1	Palas de Rei	Fontecuberta (Santa Mariña)		megalithic_mound	0.05647929	0.09809298	0.07728613	0.00554022	0.06896340	1949	1816	1912	1909	1941	2221
test	wl-tile-v1-01166	wl-neg-neg-es-pba-37410	neg-es-pba-37410	0	hard_negative	test	ES	Mámoa de Chousa das Mámoas 2	Palas de Rei	Fontecuberta (Santa Mariña)		megalithic_mound	0.48282356	0.37204395	0.42743375	0.17963158	0.44958968	734	1040	888	878	817	992
test	wl-tile-v1-01663	wl-neg-neg-es-pba-70367	neg-es-pba-70367	0	hard_negative	test	ES	Mámoa de Chousa de Mosqueiros	Rodeiro	Arnego (Santiago)		megalithic_mound	0.18524559	0.25430320	0.21977439	0.04710855	0.20596287	1312	1284	1308	1286	1318	1511
test	wl-tile-v1-01664	wl-neg-neg-es-pba-70368	neg-es-pba-70368	0	hard_negative	test	ES	Mámoa de Chousas de Arribas	Rodeiro	Guillar (Santa María)		megalithic_mound	0.34057078	0.52144182	0.43100630	0.17758785	0.39483209	945	804	885	880	916	595
test	wl-tile-v1-00181	wl-neg-neg-es-pba-6173	neg-es-pba-6173	0	hard_negative	test	ES	Mámoa de Cima da Arca 1	Carnota	San Mamede de Carnota (San Mamede)		megalithic_mound	0.29210889	0.39355602	0.34283245	0.11496121	0.32254303	1036	1003	1026	1008	1031	1340
test	wl-tile-v1-00182	wl-neg-neg-es-pba-6206	neg-es-pba-6206	0	hard_negative	test	ES	Mámoa de Cima da Arca 2	Carnota	San Mamede de Carnota (San Mamede)		megalithic_mound	0.20148253	0.33638590	0.26893421	0.06777588	0.24195354	1250	1103	1166	1158	1206	1578
test	wl-tile-v1-00596	wl-neg-neg-es-pba-23438	neg-es-pba-23438	0	hard_negative	test	ES	Mámoa de Cornide 1	Teo	Calo (San Xoán)		megalithic_mound	0.02969060	0.12728783	0.07848922	0.00377925	0.05896977	2174	1678	1906	1993	2003	2333
test	wl-tile-v1-00597	wl-neg-neg-es-pba-23439	neg-es-pba-23439	0	hard_negative	test	ES	Mámoa de Cornide 2	Teo	Luou (Santa María)		megalithic_mound	0.03346029	0.02015472	0.02680750	0.00067438	0.02946862	2146	2305	2259	2258	2220	2320
test	wl-tile-v1-00570	wl-neg-neg-es-pba-19050	neg-es-pba-19050	0	hard_negative	test	ES	Mámoa de Coroso	Ribeira	Palmeira (San Pedro)		megalithic_mound	0.14893615	0.23346697	0.19120156	0.03477167	0.17429540	1412	1337	1394	1371	1403	1742
test	wl-tile-v1-01827	wl-neg-neg-es-pba-75882	neg-es-pba-75882	0	hard_negative	test	ES	Mámoa de Costa Freiría 1	Vigo	Candeán (San Cristovo)		megalithic_mound	0.18314854	0.31109094	0.24711974	0.05697585	0.22153126	1315	1153	1232	1222	1266	1640
test	wl-tile-v1-01836	wl-neg-neg-es-pba-76010	neg-es-pba-76010	0	hard_negative	test	ES	Mámoa de Costa Freiría 2	Vigo	Candeán (San Cristovo)		megalithic_mound	0.19151478	0.35861899	0.27506688	0.06868084	0.24164604	1282	1058	1147	1152	1208	1614
test	wl-tile-v1-01837	wl-neg-neg-es-pba-76011	neg-es-pba-76011	0	hard_negative	test	ES	Mámoa de Costa Freiría 3	Vigo	Candeán (San Cristovo)		megalithic_mound	0.27578670	0.39197177	0.33387924	0.10810060	0.31064222	1071	1006	1044	1028	1051	1375
test	wl-tile-v1-01665	wl-neg-neg-es-pba-70369	neg-es-pba-70369	0	hard_negative	test	ES	Mámoa de Coto Branco	Rodeiro	Arnego (Santiago)		megalithic_mound	0.07259937	0.14662779	0.10961358	0.01064509	0.09480790	1820	1604	1720	1718	1764	2123
test	wl-tile-v1-01666	wl-neg-neg-es-pba-70370	neg-es-pba-70370	0	hard_negative	test	ES	Mámoa de Coto Costoia	Rodeiro	Río (Santa María)		megalithic_mound	0.95981279	0.77121378	0.86551328	0.74022085	0.90323309	191	497	347	352	293	297
test	wl-tile-v1-01676	wl-neg-neg-es-pba-70502	neg-es-pba-70502	0	hard_negative	test	ES	Mámoa de Coto Salgueiro 1	Rodeiro	Santa Baia de Camba (Santa Baia)		megalithic_mound	0.17034837	0.05183724	0.11109281	0.00883039	0.13479503	1354	2096	1709	1772	1557	1680
test	wl-tile-v1-00953	wl-neg-neg-es-pba-31900	neg-es-pba-31900	0	hard_negative	test	ES	Mámoa de Coto da Cruz	Guntín	Gomelle (Santiago)		megalithic_mound	0.06344783	0.12136047	0.09240415	0.00770006	0.08082162	1897	1703	1814	1813	1855	660
test	wl-tile-v1-01115	wl-neg-neg-es-pba-35948	neg-es-pba-35948	0	hard_negative	test	ES	Mámoa de Coto da Lagoa	Negueira de Muñiz	Ouviaño (Santiago)		megalithic_mound	0.69701855	0.90160854	0.79931354	0.62843788	0.75839555	513	344	419	421	456	289
test	wl-tile-v1-01667	wl-neg-neg-es-pba-70371	neg-es-pba-70371	0	hard_negative	test	ES	Mámoa de Coto do Maio/Chousa das Mámoas 1	Rodeiro	Guillar (Santa María)		megalithic_mound	0.39417052	0.38789203	0.39103127	0.15289560	0.39228697	847	1008	945	923	923	1124
test	wl-tile-v1-01674	wl-neg-neg-es-pba-70500	neg-es-pba-70500	0	hard_negative	test	ES	Mámoa de Coto do Maio/Chousa das Mámoas 2	Rodeiro	Guillar (Santa María)		megalithic_mound	0.57664251	0.48324984	0.52994618	0.27866240	0.54862471	627	858	737	719	687	863
test	wl-tile-v1-01675	wl-neg-neg-es-pba-70501	neg-es-pba-70501	0	hard_negative	test	ES	Mámoa de Coto do Maio/Chousa das Mámoas 3	Rodeiro	Guillar (Santa María)		megalithic_mound	0.08624817	0.12226147	0.10425482	0.01054483	0.09705216	1725	1700	1751	1723	1750	2053
test	wl-tile-v1-01838	wl-neg-neg-es-pba-76012	neg-es-pba-76012	0	hard_negative	test	ES	Mámoa de Cotogrande 3	Vigo	Cabral (Santa Mariña)		megalithic_mound	0.81781113	0.60932177	0.71356645	0.49831013	0.75526432	401	707	494	493	458	562
test	wl-tile-v1-01839	wl-neg-neg-es-pba-76013	neg-es-pba-76013	0	hard_negative	test	ES	Mámoa de Cotogrande 4	Vigo	Cabral (Santa Mariña)		megalithic_mound	0.37454683	0.59748113	0.48601398	0.22378466	0.44142712	882	725	806	795	829	833
test	wl-tile-v1-00954	wl-neg-neg-es-pba-31901	neg-es-pba-31901	0	hard_negative	test	ES	Mámoa de Cotoroso I-01	Guntín	Sirvián (Santa María)		megalithic_mound	0.07278060	0.04528958	0.05903509	0.00329620	0.06453329	1818	2134	2025	2015	1970	2090
test	wl-tile-v1-00955	wl-neg-neg-es-pba-31902	neg-es-pba-31902	0	hard_negative	test	ES	Mámoa de Cotoroso II-01	Guntín	Entrambasaugas (Santiago)		megalithic_mound	0.01552566	0.07108645	0.04330605	0.00110366	0.03219390	2289	1967	2133	2199	2201	1957
test	wl-tile-v1-01405	wl-neg-neg-es-pba-47420	neg-es-pba-47420	0	hard_negative	test	ES	Mámoa de Couto de Molín 01	Boborás	Brués (San Fiz)		megalithic_mound	0.06923960	0.18767470	0.12845715	0.01299452	0.10477013	1849	1458	1624	1661	1702	1166
test	wl-tile-v1-01406	wl-neg-neg-es-pba-47421	neg-es-pba-47421	0	hard_negative	test	ES	Mámoa de Couto de Molín 02	Boborás	Brués (San Fiz)		megalithic_mound	0.11950009	0.26361380	0.19155695	0.03150187	0.16273420	1548	1257	1393	1398	1434	1178
test	wl-tile-v1-01407	wl-neg-neg-es-pba-47422	neg-es-pba-47422	0	hard_negative	test	ES	Mámoa de Couto de Molín 03	Boborás	Brués (San Fiz)		megalithic_mound	0.22563705	0.14401556	0.18482630	0.03249525	0.20115060	1181	1619	1413	1388	1334	1492
test	wl-tile-v1-01408	wl-neg-neg-es-pba-47423	neg-es-pba-47423	0	hard_negative	test	ES	Mámoa de Couto de Molín 04	Boborás	Brués (San Fiz)		megalithic_mound	0.11078746	0.14444369	0.12761558	0.01600255	0.12088433	1586	1615	1630	1596	1621	1749
test	wl-tile-v1-01409	wl-neg-neg-es-pba-47424	neg-es-pba-47424	0	hard_negative	test	ES	Mámoa de Couto de Molín 05	Boborás	Brués (San Fiz)		megalithic_mound	0.06928668	0.13077553	0.10003111	0.00906100	0.08773334	1845	1669	1773	1768	1809	1803
test	wl-tile-v1-01410	wl-neg-neg-es-pba-47425	neg-es-pba-47425	0	hard_negative	test	ES	Mámoa de Couto de Molín 06	Boborás	Brués (San Fiz)		megalithic_mound	0.53328388	0.49009890	0.51169139	0.26136185	0.52032839	680	852	768	741	728	485
test	wl-tile-v1-01411	wl-neg-neg-es-pba-47452	neg-es-pba-47452	0	hard_negative	test	ES	Mámoa de Couto de Molín 07	Boborás	Brués (San Fiz)		megalithic_mound	0.08871994	0.21123566	0.14997780	0.01874081	0.12547466	1705	1395	1530	1554	1599	830
test	wl-tile-v1-01412	wl-neg-neg-es-pba-47453	neg-es-pba-47453	0	hard_negative	test	ES	Mámoa de Couto de Molín 08	Boborás	Brués (San Fiz)		megalithic_mound	0.58286422	0.40849872	0.49568147	0.23809929	0.53055457	618	978	789	773	714	582
test	wl-tile-v1-01413	wl-neg-neg-es-pba-47454	neg-es-pba-47454	0	hard_negative	test	ES	Mámoa de Couto de Molín 09	Boborás	Brués (San Fiz)		megalithic_mound	0.12295457	0.19042760	0.15669108	0.02341394	0.14319648	1533	1446	1504	1483	1514	879
test	wl-tile-v1-01414	wl-neg-neg-es-pba-47455	neg-es-pba-47455	0	hard_negative	test	ES	Mámoa de Couto de Molín 10	Boborás	Brués (San Fiz)		megalithic_mound	0.37450428	0.44857458	0.41153943	0.16799310	0.39672537	883	899	910	896	909	445
test	wl-tile-v1-00335	wl-neg-neg-es-pba-12216	neg-es-pba-12216	0	hard_negative	test	ES	Mámoa de Crollos Brancos	Melide	Monte Bocelo		megalithic_mound	0.36571582	0.27377817	0.31974699	0.10012501	0.33813452	903	1235	1060	1046	1005	1183
test	wl-tile-v1-00336	wl-neg-neg-es-pba-12217	neg-es-pba-12217	0	hard_negative	test	ES	Mámoa de Cruz O Bocelo 2	Melide	Monte Bocelo		megalithic_mound	0.19499081	0.14173100	0.16836090	0.02763624	0.17901287	1268	1633	1464	1435	1391	1597
test	wl-tile-v1-01096	wl-neg-neg-es-pba-35125	neg-es-pba-35125	0	hard_negative	test	ES	Mámoa de Currás	Muras	A Balsa (Santa María)		megalithic_mound	0.13895925	0.14161044	0.14028485	0.01967808	0.13975461	1460	1634	1568	1533	1532	1786
test	wl-tile-v1-01167	wl-neg-neg-es-pba-37411	neg-es-pba-37411	0	hard_negative	test	ES	Mámoa de Cuteiro	Palas de Rei	Cabana (Santiago)		megalithic_mound	0.08292738	0.09699542	0.08996140	0.00804358	0.08714779	1744	1824	1829	1799	1814	1922
test	wl-tile-v1-00272	wl-neg-neg-es-pba-9711	neg-es-pba-9711	0	hard_negative	test	ES	Mámoa de Donopedre 1/Fonte das Meigas	Culleredo	Castelo (Santiago)		megalithic_mound	0.37477698	0.30902193	0.34189945	0.11581430	0.35505046	881	1156	1027	1005	978	1161
test	wl-tile-v1-00273	wl-neg-neg-es-pba-9712	neg-es-pba-9712	0	hard_negative	test	ES	Mámoa de Donopedre 2	Culleredo	Castelo (Santiago)		megalithic_mound	0.32746130	0.42048419	0.37397274	0.13769230	0.35536817	976	951	975	958	975	1267
test	wl-tile-v1-01677	wl-neg-neg-es-pba-70503	neg-es-pba-70503	0	hard_negative	test	ES	Mámoa de Eirexe/Monte do Rachado	Rodeiro	Pedroso (San Xiao)		megalithic_mound	0.12239498	0.16055889	0.14147693	0.01965160	0.13384415	1536	1554	1563	1534	1559	1465
test	wl-tile-v1-00114	wl-neg-neg-es-pba-2259	neg-es-pba-2259	0	hard_negative	test	ES	Mámoa de Espiñeira	Boiro	Boiro (Santa Baia)		megalithic_mound	0.54291313	0.89326663	0.71808988	0.48496618	0.64801918	666	352	490	503	560	668
test	wl-tile-v1-00691	wl-neg-neg-es-pba-26116	neg-es-pba-26116	0	hard_negative	test	ES	Mámoa de Fanegas 1	Vilasantar	Vilariño (Santa María)		megalithic_mound	0.09244410	0.03993296	0.06618853	0.00369157	0.07669076	1679	2177	1985	1998	1883	2006
test	wl-tile-v1-00692	wl-neg-neg-es-pba-26143	neg-es-pba-26143	0	hard_negative	test	ES	Mámoa de Fanegas 2	Vilasantar	Vilariño (Santa María)		megalithic_mound	0.10223699	0.06679915	0.08451807	0.00682934	0.09160564	1621	1993	1862	1849	1783	1788
test	wl-tile-v1-00693	wl-neg-neg-es-pba-26144	neg-es-pba-26144	0	hard_negative	test	ES	Mámoa de Fanegas 3	Vilasantar	Vilariño (Santa María)		megalithic_mound	0.02191173	0.03393018	0.02792096	0.00074347	0.02551727	2243	2223	2251	2247	2259	1226
test	wl-tile-v1-00694	wl-neg-neg-es-pba-26145	neg-es-pba-26145	0	hard_negative	test	ES	Mámoa de Fanegas 4	Vilasantar	Vilariño (Santa María)		megalithic_mound	0.01932083	0.02499841	0.02215962	0.00048299	0.02102410	2269	2278	2290	2281	2280	1582
test	wl-tile-v1-00695	wl-neg-neg-es-pba-26146	neg-es-pba-26146	0	hard_negative	test	ES	Mámoa de Fanegas 5	Vilasantar	Vilariño (Santa María)		megalithic_mound	0.03788664	0.04615212	0.04201938	0.00174855	0.04036628	2104	2129	2145	2131	2142	1748
test	wl-tile-v1-00696	wl-neg-neg-es-pba-26147	neg-es-pba-26147	0	hard_negative	test	ES	Mámoa de Fanegas 6	Vilasantar	Vilariño (Santa María)		megalithic_mound	0.02725825	0.02740971	0.02733398	0.00074714	0.02730369	2198	2263	2255	2246	2241	2348
test	wl-tile-v1-00697	wl-neg-neg-es-pba-26148	neg-es-pba-26148	0	hard_negative	test	ES	Mámoa de Fanegas 7	Vilasantar	Vilariño (Santa María)		megalithic_mound	0.03989736	0.02900370	0.03445053	0.00115717	0.03662926	2088	2256	2200	2195	2156	1863
test	wl-tile-v1-00698	wl-neg-neg-es-pba-26149	neg-es-pba-26149	0	hard_negative	test	ES	Mámoa de Fanegas 8	Vilasantar	Vilariño (Santa María)		megalithic_mound	0.06814457	0.06378793	0.06596625	0.00434680	0.06683758	1858	2009	1987	1963	1954	2073
test	wl-tile-v1-00699	wl-neg-neg-es-pba-26150	neg-es-pba-26150	0	hard_negative	test	ES	Mámoa de Fanegas 9	Vilasantar	Vilariño (Santa María)		megalithic_mound	0.07216822	0.06173167	0.06694994	0.00445506	0.06903725	1822	2025	1981	1959	1938	1770
test	wl-tile-v1-00733	wl-neg-neg-es-pba-37186	neg-es-pba-37186	0	hard_negative	test	ES	Mámoa de Felgonzos	A Pastoriza	San Martiño de Corvelle (San Martiño)		megalithic_mound	0.07404515	0.12868724	0.10136620	0.00952867	0.09043778	1804	1676	1761	1753	1794	1943
test	wl-tile-v1-00236	wl-neg-neg-es-pba-5769	neg-es-pba-5769	0	hard_negative	test	ES	Mámoa de Figueiras/Mámoa de Pedra Partida 1	Coirós	Santa Mariña de Lesa (Santa Mariña)		megalithic_mound	0.67679640	0.70462338	0.69070989	0.47688657	0.68514449	529	570	520	512	526	740
test	wl-tile-v1-00237	wl-neg-neg-es-pba-5770	neg-es-pba-5770	0	hard_negative	test	ES	Mámoa de Figueiras/Mámoa de Pedra Partida 1	Coirós	Santa Mariña de Lesa (Santa Mariña)		megalithic_mound	0.45321364	0.70212408	0.57766886	0.31821221	0.52788677	770	573	670	663	717	1032
test	wl-tile-v1-00238	wl-neg-neg-es-pba-5771	neg-es-pba-5771	0	hard_negative	test	ES	Mámoa de Figueiras/Mámoa de Pedra Partida 2	Coirós	Santa Mariña de Lesa (Santa Mariña)		megalithic_mound	0.31218827	0.68914482	0.50066655	0.21514293	0.42527524	1007	592	783	813	858	1305
test	wl-tile-v1-01415	wl-neg-neg-es-pba-47456	neg-es-pba-47456	0	hard_negative	test	ES	Mámoa de Figueiroa	Boborás	Cameixa (San Martiño)		megalithic_mound	0.10074748	0.18006632	0.14040690	0.01814123	0.12454313	1634	1485	1566	1565	1602	1901
test	wl-tile-v1-01168	wl-neg-neg-es-pba-37439	neg-es-pba-37439	0	hard_negative	test	ES	Mámoa de Filgueira 1	Palas de Rei	Cuíña (Santa María)		megalithic_mound	0.22061893	0.32468660	0.27265276	0.07163201	0.25183923	1192	1127	1156	1134	1174	1512
test	wl-tile-v1-01169	wl-neg-neg-es-pba-37440	neg-es-pba-37440	0	hard_negative	test	ES	Mámoa de Filgueira 2	Palas de Rei	Cuíña (Santa María)		megalithic_mound	0.14909801	0.18108650	0.16509226	0.02699964	0.15869456	1409	1480	1473	1442	1455	1740
test	wl-tile-v1-01073	wl-neg-neg-es-pba-35571	neg-es-pba-35571	0	hard_negative	test	ES	Mámoa de Fiolleda	Monforte de Lemos	Fiolleda (San Cosmede)		megalithic_mound	0.06955348	0.11685600	0.09320474	0.00812774	0.08374424	1844	1723	1806	1795	1833	2141
test	wl-tile-v1-01146	wl-neg-neg-es-pba-43452	neg-es-pba-43452	0	hard_negative	test	ES	Mámoa de Forno dos Mouros	O Valadouro	O Cadramón (San Xurxo)		megalithic_mound	0.51771204	0.59873882	0.55822543	0.30997429	0.54202007	693	724	693	672	696	903
test	wl-tile-v1-01170	wl-neg-neg-es-pba-37441	neg-es-pba-37441	0	hard_negative	test	ES	Mámoa de Forno dos Mouros 2	Palas de Rei	Vilareda (San Pedro)		megalithic_mound	0.01970786	0.02853590	0.02412188	0.00056238	0.02235627	2263	2258	2279	2274	2275	2254
test	wl-tile-v1-01171	wl-neg-neg-es-pba-37442	neg-es-pba-37442	0	hard_negative	test	ES	Mámoa de Forno dos Mouros 3	Palas de Rei	Vilareda (San Pedro)		megalithic_mound	0.03505604	0.03165310	0.03335457	0.00110963	0.03403516	2134	2234	2213	2198	2184	2076
test	wl-tile-v1-01172	wl-neg-neg-es-pba-37443	neg-es-pba-37443	0	hard_negative	test	ES	Mámoa de Forno dos Mouros 4	Palas de Rei	Vilareda (San Pedro)		megalithic_mound	0.03039960	0.02301625	0.02670793	0.00069968	0.02818460	2167	2292	2260	2255	2233	1806
test	wl-tile-v1-01173	wl-neg-neg-es-pba-37444	neg-es-pba-37444	0	hard_negative	test	ES	Mámoa de Forno dos Mouros 5	Palas de Rei	Vilareda (San Pedro)		megalithic_mound	0.02929103	0.04167135	0.03548119	0.00122060	0.03300513	2179	2163	2193	2182	2193	1837
test	wl-tile-v1-00034	wl-neg-neg-es-pba-1939	neg-es-pba-1939	0	hard_negative	test	ES	Mámoa de Fragavella	Arteixo	Oseiro (San Tirso)		megalithic_mound	0.25548944	0.41855342	0.33702143	0.10693598	0.30440864	1109	957	1037	1030	1060	1234
test	wl-tile-v1-00115	wl-neg-neg-es-pba-2260	neg-es-pba-2260	0	hard_negative	test	ES	Mámoa de Fraime 1	Boiro	Bealo (San Pedro)		megalithic_mound	0.33377792	0.09676389	0.21527090	0.03229765	0.26267371	962	1831	1321	1391	1148	1252
test	wl-tile-v1-00116	wl-neg-neg-es-pba-2261	neg-es-pba-2261	0	hard_negative	test	ES	Mámoa de Fraime 2	Boiro	Bealo (San Pedro)		megalithic_mound	0.05717037	0.06309045	0.06013041	0.00360690	0.05894639	1944	2011	2018	2004	2004	1649
test	wl-tile-v1-00117	wl-neg-neg-es-pba-2262	neg-es-pba-2262	0	hard_negative	test	ES	Mámoa de Fraime 4	Boiro	Bealo (San Pedro)		megalithic_mound	0.02207213	0.06814976	0.04511094	0.00150421	0.03589542	2241	1986	2123	2152	2164	1753
test	wl-tile-v1-00118	wl-neg-neg-es-pba-2263	neg-es-pba-2263	0	hard_negative	test	ES	Mámoa de Fraime 5	Boiro	Bealo (San Pedro)		megalithic_mound	0.02818015	0.04047584	0.03432800	0.00114062	0.03186886	2190	2170	2206	2196	2205	2257
test	wl-tile-v1-00119	wl-neg-neg-es-pba-2264	neg-es-pba-2264	0	hard_negative	test	ES	Mámoa de Fraime 6	Boiro	Bealo (San Pedro)		megalithic_mound	0.09359720	0.07099086	0.08229403	0.00664455	0.08681530	1667	1968	1876	1854	1817	1608
test	wl-tile-v1-00011	wl-neg-neg-es-pba-3601	neg-es-pba-3601	0	hard_negative	test	ES	Mámoa de Grula 1	A Capela	Cabalar (Santa María)		megalithic_mound	0.12008892	0.19076033	0.15542462	0.02290820	0.14129034	1546	1444	1510	1489	1523	1808
test	wl-tile-v1-00012	wl-neg-neg-es-pba-3602	neg-es-pba-3602	0	hard_negative	test	ES	Mámoa de Grula 2	A Capela	Cabalar (Santa María)		megalithic_mound	0.07128697	0.09507366	0.08318032	0.00677751	0.07842298	1828	1839	1868	1850	1870	2130
test	wl-tile-v1-00013	wl-neg-neg-es-pba-3603	neg-es-pba-3603	0	hard_negative	test	ES	Mámoa de Grula 3	A Capela	Cabalar (Santa María)		megalithic_mound	0.38856577	0.43753666	0.41305121	0.17001177	0.40325704	857	919	906	891	901	1132
test	wl-tile-v1-00014	wl-neg-neg-es-pba-3604	neg-es-pba-3604	0	hard_negative	test	ES	Mámoa de Grula 4	A Capela	Cabalar (Santa María)		megalithic_mound	0.03242371	0.05941177	0.04591774	0.00192635	0.04052013	2153	2049	2121	2118	2141	2159
test	wl-tile-v1-00700	wl-neg-neg-es-pba-26176	neg-es-pba-26176	0	hard_negative	test	ES	Mámoa de Guiliade	Vilasantar	Barbeito (San Salvador)		megalithic_mound	0.13614611	0.20415809	0.17015210	0.02779533	0.15654970	1471	1414	1457	1432	1468	1796
test	wl-tile-v1-00956	wl-neg-neg-es-pba-31903	neg-es-pba-31903	0	hard_negative	test	ES	Mámoa de Lagares 1	Guntín	Ferreira de Pallares (Santa María)		megalithic_mound	0.24268669	0.17800975	0.21034822	0.04320060	0.22328361	1146	1496	1338	1312	1258	1455
test	wl-tile-v1-00957	wl-neg-neg-es-pba-31904	neg-es-pba-31904	0	hard_negative	test	ES	Mámoa de Lagares 2	Guntín	Ferreira de Pallares (Santa María)		megalithic_mound	0.09503024	0.14562152	0.12032588	0.01383845	0.11020762	1659	1608	1669	1643	1673	1999
test	wl-tile-v1-01018	wl-neg-neg-es-pba-32464	neg-es-pba-32464	0	hard_negative	test	ES	Mámoa de Lama Blanca 1	Lugo	Coeses (Santa María Madanela)		megalithic_mound	0.08633698	0.10182905	0.09408301	0.00879161	0.09098460	1724	1799	1803	1773	1789	2052
test	wl-tile-v1-01019	wl-neg-neg-es-pba-32465	neg-es-pba-32465	0	hard_negative	test	ES	Mámoa de Lama Blanca 2	Lugo	Coeses (Santa María Madanela)		megalithic_mound	0.09576937	0.10187317	0.09882127	0.00975633	0.09760051	1655	1798	1777	1746	1746	1996
test	wl-tile-v1-01020	wl-neg-neg-es-pba-32493	neg-es-pba-32493	0	hard_negative	test	ES	Mámoa de Lama Blanca 3	Lugo	Coeses (Santa María Madanela)		megalithic_mound	0.09960458	0.11628224	0.10794341	0.01158224	0.10460788	1640	1725	1728	1688	1704	1983
test	wl-tile-v1-01021	wl-neg-neg-es-pba-32494	neg-es-pba-32494	0	hard_negative	test	ES	Mámoa de Lama Blanca 4	Lugo	Coeses (Santa María Madanela)		megalithic_mound	0.14624646	0.16929131	0.15776888	0.02475825	0.15315991	1419	1522	1501	1467	1476	1235
test	wl-tile-v1-01022	wl-neg-neg-es-pba-32495	neg-es-pba-32495	0	hard_negative	test	ES	Mámoa de Lama Blanca 5	Lugo	Coeses (Santa María Madanela)		megalithic_mound	0.11023881	0.13376403	0.12200142	0.01474599	0.11729638	1591	1663	1660	1622	1642	342
test	wl-tile-v1-01023	wl-neg-neg-es-pba-32496	neg-es-pba-32496	0	hard_negative	test	ES	Mámoa de Lama Blanca 6	Lugo	Coeses (Santa María Madanela)		megalithic_mound	0.19994859	0.10241042	0.15117951	0.02047682	0.17068714	1254	1792	1524	1517	1409	1345
