thumbnail_id	control_set_id	bank_id	review_role	country	name	morphology_proxy	negative_type	proposed_radius_m	thumbnail_status	image_path	image_width_px	image_height_px	gray_mean	gray_std	gray_entropy	black_fraction	white_fraction	edge_global_mean	edge_inner_mean	edge_annulus_mean	edge_outer_mean	edge_annulus_to_outer_ratio	edge_annulus_to_inner_ratio	texture_annulus_std	texture_outer_std	texture_annulus_to_outer_ratio	luminance_inner_mean	luminance_outer_mean	luminance_delta_inner_outer	ring_sector_coverage	ring_sector_balance	radial_peak_rank	radial_peak_count	ring_signal_score	ring_signal_tier	metric_eval_use	autonomous_visual_decision	training_use	status	error
thumb-v1-0144	control-v1-0144	neg-es-pba-28954	negative	ES	Arqueira de Morocos 2		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0144-neg-es-pba-28954.png	512	512	0.474539	0.153651	5.154184	0.000000	0.000000	0.279776	0.429837	0.411126	0.330727	1.243100	0.956469	0.130215	0.133176	0.977765	0.421222	0.484078	-0.062856	0.611111	0.804707	6	39	48.02	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0145	control-v1-0145	neg-es-pba-45679	negative	ES	Mámoa do Reigoso 2		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0145-neg-es-pba-45679.png	512	512	0.361732	0.113630	4.813322	0.000000	0.000000	0.347142	0.309425	0.322763	0.350527	0.920794	1.043104	0.108412	0.108464	0.999521	0.306157	0.398650	-0.092493	0.166667	0.793519	36	39	13.47	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0146	control-v1-0146	neg-es-pba-50512	negative	ES	Mámoa da Cabeza do Chichón 1		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0146-neg-es-pba-50512.png	512	512	0.479759	0.162762	5.225438	0.000000	0.000000	0.314115	0.202388	0.208548	0.251467	0.829327	1.030438	0.054352	0.106482	0.510431	0.403078	0.380387	0.022691	0.111111	0.878062	35	39	11.62	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0147	control-v1-0147	neg-es-pba-56337	negative	ES	Mámoa das Regas		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0147-neg-es-pba-56337.png	512	512	0.330392	0.124774	4.927837	0.000000	0.000000	0.421522	0.432213	0.467892	0.429530	1.089312	1.082551	0.143375	0.148424	0.965981	0.467543	0.345408	0.122135	0.333333	0.807590	3	39	51.00	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0148	control-v1-0148	neg-es-pba-57759	negative	ES	Igrexa de Pedrafita (Parroquial de San Martiño)		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0148-neg-es-pba-57759.png	512	512	0.462095	0.167780	5.161741	0.000000	0.000000	0.286969	0.363557	0.195168	0.303705	0.642623	0.536828	0.111936	0.154455	0.724715	0.598606	0.517455	0.081151	0.277778	0.582804	38	39	11.04	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0149	control-v1-0149	neg-es-pba-59637	negative	ES	Mámoa da Pedra Má 2		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0149-neg-es-pba-59637.png	512	512	0.317178	0.106511	4.761548	0.000000	0.000000	0.333833	0.354859	0.332484	0.333788	0.996094	0.936948	0.116503	0.111193	1.047755	0.326425	0.328769	-0.002345	0.388889	0.755729	36	39	23.03	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0150	control-v1-0150	neg-es-pba-44009	negative	ES	Mámoa do Monte Penamá 1		megalithic_mound	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0150-neg-es-pba-44009.png	512	512	0.374138	0.111857	4.832844	0.000000	0.000000	0.368337	0.367265	0.470722	0.413220	1.139156	1.281695	0.128055	0.108968	1.175161	0.365093	0.379808	-0.014715	0.416667	0.846270	2	39	65.71	strong_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_strong_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0151	control-v1-0151	neg-es-pba-7236	negative	ES	Castelo/Batería de San Diego		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0151-neg-es-pba-7236.png	512	512	0.563763	0.209860	5.437070	0.000000	0.001492	0.399225	0.336694	0.400371	0.400147	1.000560	1.189124	0.190928	0.194262	0.982840	0.636203	0.579790	0.056413	0.416667	0.666917	13	27	25.20	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0152	control-v1-0152	neg-es-pba-16203	negative	ES	Batería de Punta Torrella		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0152-neg-es-pba-16203.png	512	512	0.416317	0.179058	5.255949	0.000000	0.003021	0.360630	0.347466	0.328081	0.357349	0.918098	0.944211	0.127168	0.173880	0.731353	0.393354	0.413114	-0.019760	0.305556	0.758512	16	27	16.47	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0153	control-v1-0153	neg-es-pba-31073	negative	ES	O Castelo/Castelo de Castañoso		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0153-neg-es-pba-31073.png	512	512	0.300374	0.107843	4.742731	0.000000	0.000000	0.383018	0.434344	0.422337	0.379647	1.112446	0.972355	0.108198	0.105486	1.025713	0.332108	0.295803	0.036305	0.388889	0.863326	9	27	35.95	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0154	control-v1-0154	neg-es-pba-36915	negative	ES	O Castelo		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0154-neg-es-pba-36915.png	512	512	0.475761	0.139275	5.052158	0.000000	0.000000	0.221959	0.349950	0.203923	0.195791	1.041534	0.582722	0.123272	0.148109	0.832307	0.546237	0.481596	0.064641	0.583333	0.669562	21	27	26.82	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0155	control-v1-0155	neg-es-pba-26859	negative	ES	Castelo da Portela		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0155-neg-es-pba-26859.png	512	512	0.400777	0.123264	4.983983	0.000000	0.000000	0.398516	0.379856	0.401600	0.425126	0.944661	1.057242	0.099134	0.113870	0.870585	0.358355	0.397417	-0.039062	0.083333	0.844215	16	27	14.91	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0156	control-v1-0156	neg-es-pba-28789	negative	ES	Castelo da Modorra		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0156-neg-es-pba-28789.png	512	512	0.502390	0.167030	5.261575	0.000000	0.000004	0.286156	0.351992	0.349959	0.303954	1.151354	0.994224	0.192460	0.177025	1.087187	0.445163	0.464912	-0.019749	0.722222	0.767894	6	27	45.84	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0157	control-v1-0157	neg-es-pba-29892	negative	ES	Torre de Sobreda		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0157-neg-es-pba-29892.png	512	512	0.460856	0.165860	5.195697	0.000000	0.000000	0.284435	0.159312	0.256589	0.313065	0.819604	1.610609	0.149503	0.169734	0.880807	0.553129	0.461594	0.091535	0.333333	0.660238	22	27	14.14	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0158	control-v1-0158	neg-es-pba-29293	negative	ES	O Castelo		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0158-neg-es-pba-29293.png	512	512	0.407112	0.175598	5.290857	0.000000	0.000000	0.357640	0.369768	0.395922	0.369274	1.072162	1.070731	0.125796	0.138461	0.908524	0.359498	0.334241	0.025257	0.250000	0.890776	3	27	43.32	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0159	control-v1-0159	neg-es-pba-29114	negative	ES	A Torre do Braña/As Torres		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0159-neg-es-pba-29114.png	512	512	0.431320	0.162734	5.241062	0.000000	0.000000	0.273625	0.315290	0.319368	0.249603	1.279505	1.012935	0.133281	0.160455	0.830647	0.307365	0.463261	-0.155896	0.916667	0.853150	5	27	56.80	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0160	control-v1-0160	neg-es-pba-32089	negative	ES	O Castelo		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0160-neg-es-pba-32089.png	512	512	0.405408	0.148934	5.219571	0.000000	0.000000	0.379246	0.370360	0.348626	0.361571	0.964198	0.941318	0.140346	0.136111	1.031114	0.452832	0.402058	0.050774	0.500000	0.738286	15	27	25.49	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0161	control-v1-0161	neg-es-pba-31534	negative	ES	A Torre/Torre de Aez		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0161-neg-es-pba-31534.png	512	512	0.410456	0.172773	5.307186	0.000000	0.000000	0.321913	0.449256	0.290019	0.333923	0.868521	0.645554	0.199960	0.160696	1.244335	0.408427	0.367646	0.040781	0.305556	0.700547	16	27	23.43	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0162	control-v1-0162	neg-es-pba-34394	negative	ES	Castelo		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0162-neg-es-pba-34394.png	512	512	0.375960	0.132712	5.047715	0.000000	0.000000	0.381607	0.465957	0.416206	0.378525	1.099547	0.893230	0.144165	0.124767	1.155471	0.382951	0.349800	0.033152	0.527778	0.803770	6	27	40.97	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0163	control-v1-0163	neg-es-pba-33636	negative	ES	Castelo Grande		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0163-neg-es-pba-33636.png	512	512	0.571102	0.140997	4.986424	0.000000	0.000000	0.220165	0.358996	0.275744	0.229336	1.202358	0.768098	0.127909	0.129495	0.987746	0.419739	0.573314	-0.153575	0.694444	0.759598	7	27	45.90	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0164	control-v1-0164	neg-es-pba-35341	negative	ES	Castelo Longo de Ambarría		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0164-neg-es-pba-35341.png	512	512	0.414120	0.153723	5.265972	0.000000	0.000000	0.281451	0.326442	0.300286	0.301320	0.996569	0.919877	0.143861	0.149574	0.961804	0.450247	0.393530	0.056717	0.416667	0.697484	5	27	27.12	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0165	control-v1-0165	neg-es-pba-35839	negative	ES	Castelo de Cancio		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0165-neg-es-pba-35839.png	384	384	0.344110	0.104159	4.681837	0.000000	0.000000	0.351093	0.421069	0.409134	0.367496	1.113302	0.971654	0.109321	0.110713	0.987427	0.386524	0.323065	0.063459	0.527778	0.771289	9	27	36.69	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0166	control-v1-0166	neg-es-pba-36966	negative	ES	O Castelo/Torre do Mariscal		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0166-neg-es-pba-36966.png	384	384	0.261386	0.094949	4.597282	0.000000	0.000000	0.377406	0.385522	0.399384	0.396927	1.006189	1.035956	0.091950	0.092371	0.995440	0.244088	0.272845	-0.028757	0.083333	0.869637	7	27	24.82	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0167	control-v1-0167	neg-es-pba-42938	negative	ES	Torre de Cendemil		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0167-neg-es-pba-42938.png	384	384	0.578958	0.126840	4.879172	0.000000	0.000000	0.217560	0.294120	0.240105	0.225780	1.063447	0.816350	0.128614	0.124772	1.030789	0.598001	0.572643	0.025358	0.583333	0.663494	5	27	35.66	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0168	control-v1-0168	neg-es-pba-43202	negative	ES	O Castelo		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0168-neg-es-pba-43202.png	384	384	0.493881	0.165860	5.313239	0.000000	0.000000	0.372655	0.425561	0.421844	0.375118	1.124563	0.991266	0.119695	0.150436	0.795654	0.378135	0.464808	-0.086673	0.277778	0.920898	5	27	34.07	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0169	control-v1-0169	neg-es-pba-35700	negative	ES	Castelo		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0169-neg-es-pba-35700.png	384	384	0.331359	0.106786	4.746662	0.000000	0.000000	0.342232	0.341634	0.361362	0.337363	1.071137	1.057747	0.113309	0.113330	0.999818	0.399717	0.341328	0.058389	0.250000	0.882579	3	27	41.88	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0170	control-v1-0170	neg-es-pba-36107	negative	ES	Castelo do Picato		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0170-neg-es-pba-36107.png	384	384	0.360778	0.152172	5.177000	0.000000	0.000000	0.341511	0.354576	0.359632	0.343938	1.045630	1.014261	0.133168	0.148514	0.896668	0.273490	0.374849	-0.101359	0.416667	0.796332	20	27	28.13	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0171	control-v1-0171	neg-es-pba-37344	negative	ES	Castelo das Saíñas		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0171-neg-es-pba-37344.png	384	384	0.361680	0.135952	5.061909	0.000000	0.000000	0.418226	0.406548	0.383815	0.435296	0.881733	0.944083	0.123676	0.129981	0.951498	0.352206	0.356709	-0.004503	0.083333	0.823649	24	27	11.39	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0172	control-v1-0172	neg-es-pba-38363	negative	ES	Xacemento da Torre do Hospital		historic_fortification	100.0	failed	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0172-neg-es-pba-38363.png																										exclude_thumbnail_unusable	thumbnail_unusable_refetch_or_manual_followup	exclude_until_independent_label_review	failed	HTTP Error 502: Bad Gateway
thumb-v1-0173	control-v1-0173	neg-es-pba-40741	negative	ES	Torre Vella		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0173-neg-es-pba-40741.png	384	384	0.474237	0.172256	5.448891	0.000000	0.003384	0.507561	0.472969	0.503024	0.549238	0.915858	1.063545	0.154657	0.174548	0.886043	0.505783	0.532354	-0.026572	0.333333	0.713128	16	27	16.52	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0174	control-v1-0174	neg-es-pba-41893	negative	ES	Pena do Castelo/Pena de Socastelo/Vigo do Castelo		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0174-neg-es-pba-41893.png	384	384	0.300368	0.126573	4.930302	0.000027	0.000000	0.351825	0.344610	0.358548	0.354722	1.010784	1.040443	0.109706	0.121201	0.905157	0.313205	0.296907	0.016298	0.333333	0.852193	16	27	25.59	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0175	control-v1-0175	neg-es-pba-41944	negative	ES	Casa Torre de Barrio		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0175-neg-es-pba-41944.png	384	384	0.575007	0.161727	5.073168	0.000000	0.000000	0.298964	0.458357	0.296034	0.280059	1.057044	0.645860	0.136088	0.151640	0.897440	0.657584	0.588330	0.069254	0.500000	0.607975	20	27	26.00	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0176	control-v1-0176	neg-es-pba-41532	negative	ES	Castelo de Sober		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0176-neg-es-pba-41532.png	384	384	0.501319	0.180416	5.404217	0.000000	0.000034	0.408236	0.611573	0.425642	0.342799	1.241667	0.695979	0.176993	0.180360	0.981332	0.564844	0.533973	0.030871	0.611111	0.697798	16	27	43.38	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0177	control-v1-0177	neg-es-pba-43110	negative	ES	Castelo		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0177-neg-es-pba-43110.png	384	384	0.464133	0.138096	5.115063	0.000000	0.000000	0.435508	0.467459	0.463435	0.460900	1.005500	0.991391	0.133550	0.145039	0.920787	0.487883	0.458340	0.029543	0.250000	0.843261	3	27	25.81	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0178	control-v1-0178	neg-es-pba-30179	negative	ES	As Penas do Castelo		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0178-neg-es-pba-30179.png	384	384	0.351834	0.101107	4.663910	0.000000	0.000000	0.304424	0.379832	0.299737	0.309302	0.969078	0.789132	0.114050	0.090672	1.257840	0.334166	0.335943	-0.001777	0.333333	0.766322	15	27	28.35	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0179	control-v1-0179	neg-es-pba-32082	negative	ES	Castelo		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0179-neg-es-pba-32082.png	384	384	0.485131	0.117413	4.900387	0.000000	0.000000	0.394682	0.452604	0.416148	0.428203	0.971847	0.919453	0.082544	0.119158	0.692724	0.448646	0.485763	-0.037116	0.000000	0.922165	17	27	15.62	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0180	control-v1-0180	neg-es-pba-61517	negative	ES	Castelo de Pereiró		historic_fortification	100.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0180-neg-es-pba-61517.png	384	384	0.396718	0.192913	4.961921	0.000000	0.000000	0.235802	0.291066	0.253214	0.259500	0.975779	0.869956	0.178004	0.205757	0.865118	0.487297	0.407917	0.079380	0.500000	0.616260	24	27	19.66	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0181	control-v1-0181	neg-es-pba-45854	negative	ES	Petróglifos do Campo da Mámoa		megalithic_mound;rock_art_surface	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0181-neg-es-pba-45854.png	384	384	0.341152	0.099232	4.672352	0.000000	0.000000	0.279900	0.299585	0.344799	0.307691	1.120602	1.150923	0.120174	0.101231	1.187128	0.285643	0.311957	-0.026314	0.333333	0.729845	2	29	58.21	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0182	control-v1-0182	neg-es-pba-65854	negative	ES	Petróglifo das Mámoas-Esperante 1		megalithic_mound;rock_art_surface	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0182-neg-es-pba-65854.png	384	384	0.411404	0.135000	5.100856	0.000000	0.000000	0.327086	0.361741	0.314178	0.291501	1.077796	0.868517	0.141297	0.123384	1.145187	0.414512	0.372020	0.042491	0.444444	0.729079	12	29	35.48	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0183	control-v1-0183	neg-es-pba-69588	negative	ES	Mámoa da Valga 1		megalithic_mound;rock_art_surface	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0183-neg-es-pba-69588.png	384	384	0.411474	0.121614	4.923703	0.000000	0.000000	0.377176	0.302271	0.317808	0.321473	0.988600	1.051401	0.136688	0.118389	1.154570	0.516728	0.456742	0.059986	0.527778	0.651149	22	29	27.86	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0184	control-v1-0184	neg-pt-dgpc-105162	negative	PT	Anta de Zedes (Casa da Moura I)		megalithic_mound;rock_art_surface	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0184-neg-pt-dgpc-105162.png	384	384	0.541122	0.149053	5.088411	0.000000	0.000000	0.381978	0.328367	0.418890	0.415978	1.007000	1.275677	0.162928	0.137231	1.187258	0.606841	0.532388	0.074453	0.388889	0.708417	5	29	34.15	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0185	control-v1-0185	neg-pt-dgpc-113333	negative	PT	Regato das Bouças 14		megalithic_mound;rock_art_surface	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0185-neg-pt-dgpc-113333.png	384	384	0.485644	0.081213	4.268154	0.000000	0.000000	0.276988	0.249884	0.248950	0.255703	0.973589	0.996259	0.066562	0.063703	1.044875	0.469525	0.488687	-0.019162	0.416667	0.730602	20	29	23.71	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0186	control-v1-0186	neg-es-pba-65855	negative	ES	Petróglifo das Mámoas-Esperante 2		megalithic_mound;rock_art_surface	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0186-neg-es-pba-65855.png	384	384	0.378484	0.127508	4.977978	0.000000	0.000000	0.307200	0.335406	0.279197	0.272635	1.024070	0.832415	0.138235	0.129167	1.070207	0.464980	0.375597	0.089384	0.277778	0.733826	10	29	27.92	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0187	control-v1-0187	neg-es-pba-69648	negative	ES	Mámoa da Valga 2		megalithic_mound;rock_art_surface	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0187-neg-es-pba-69648.png	384	384	0.430712	0.108427	4.778116	0.000000	0.000000	0.395485	0.392713	0.415872	0.426834	0.974318	1.058973	0.097272	0.084616	1.149575	0.471409	0.399071	0.072338	0.138889	0.873719	20	29	22.62	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0188	control-v1-0188	neg-es-pba-69649	negative	ES	Mámoa da Valga 3		megalithic_mound;rock_art_surface	45.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0188-neg-es-pba-69649.png	384	384	0.435323	0.109361	4.786841	0.000000	0.000000	0.389024	0.333591	0.443165	0.423322	1.046875	1.328468	0.095508	0.087959	1.085817	0.511985	0.392319	0.119666	0.250000	0.855290	1	29	42.73	moderate_centered_ring_signal	include_visual_signal_metric_eval	hard_negative_visual_signal_moderate_keep_as_distractor	exclude_until_independent_label_review	ok	
thumb-v1-0189	control-v1-0189	neg-pt-dgpc-111296	negative	PT	Braga - Instituto Monsenhor Airosa		roman_built_context	80.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0189-neg-pt-dgpc-111296.png	384	384	0.524939	0.182948	5.415786	0.000000	0.011644	0.518722	0.463875	0.415536	0.533706	0.778586	0.895793	0.142466	0.179516	0.793611	0.513548	0.521477	-0.007929	0.027778	0.818196	22	28	10.46	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0190	control-v1-0190	neg-pt-dgpc-110572	negative	PT	Chaves - Rua da Muralha		roman_built_context	80.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0190-neg-pt-dgpc-110572.png	384	384	0.673190	0.172384	5.368851	0.000000	0.024489	0.534211	0.629063	0.549591	0.558077	0.984794	0.873667	0.177689	0.168314	1.055699	0.633226	0.653384	-0.020158	0.305556	0.829409	20	28	23.47	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0191	control-v1-0191	neg-pt-dgpc-107544	negative	PT	Braga - Rua Cruz de Pedra, 103-109		roman_built_context	80.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0191-neg-pt-dgpc-107544.png	384	384	0.557622	0.185085	5.454687	0.000000	0.007758	0.523502	0.538251	0.530626	0.552099	0.961108	0.985835	0.160918	0.190688	0.843882	0.524325	0.544559	-0.020234	0.277778	0.799411	16	28	19.18	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0192	control-v1-0192	neg-pt-dgpc-109187	negative	PT	Chaves - Rua do Bispo Idácio, 20-22		roman_built_context	80.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0192-neg-pt-dgpc-109187.png	384	384	0.680916	0.171116	5.344189	0.000000	0.013204	0.518161	0.524577	0.512566	0.496697	1.031949	0.977103	0.156065	0.156176	0.999291	0.686596	0.714172	-0.027575	0.500000	0.771431	4	28	32.83	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
thumb-v1-0193	control-v1-0193	neg-pt-dgpc-111203	negative	PT	Braga - Rua D. Diogo de Sousa, 102-118		roman_built_context	80.0	exists	data/morphology-autoreview-v1/thumbnails/negative/control-v1-0193-neg-pt-dgpc-111203.png	384	384	0.542510	0.167407	5.334080	0.000000	0.004422	0.540486	0.534348	0.515640	0.593800	0.868373	0.964988	0.165672	0.165126	1.003304	0.543028	0.543256	-0.000228	0.055556	0.817583	6	28	17.63	weak_centered_ring_signal	include_visual_signal_metric_eval	negative_control_visual_signal_weak	exclude_until_independent_label_review	ok	
